Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,JUMLAH,,,N A M A,/   J U M L A H,,,,LUAS,JUMLAH,,,,
K O D E,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,(Km2),(Jiwa) *),,,,
64.01.04.2006,,,,,,,,5,Sungai Tuak,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
,,,,,,,,,,,,,tgl 9 Juni 2015,,
64.01.04.2007,,,,,,,,6,Sempulang,,,,,,
64.01.04.2008,,,,,,,,7,Jone,,,,,,
64.01.04.2009,,,,,,,,8,Rantau Panjang,,,,,,
64.01.04.2010,,,,,,,,9,Muara Pasir,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
tgl 9 Juni 2015,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
64.01.04.2011,,,,,,,,10,Padang Pengrapat,,,,,,
64.01.04.2012,,,,,,,,11,Perepat,,,"Perubahan nama Ds. Pasir Baru, Perbup No. 3.h/2007",,,
64.01.04.2013,,,,,,,,12,Pulau Rantau,,,"Pemekaran sebagian Desa Rantau Panjang Perda No. 4/2006,",,,
,,,,,,,,,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,
,,,,,,,,,,,,tgl 9 Juni 2015,,,
64.01.04.2014,,,,,,,,13,Sungai Langir,,,"Pemekaran Desa Perda No. 3.h/2007, Perubahan nama desa",,,
,,,,,,,,,,,,sesuai Surat Bup No. 140/389/VI/BPMPD tgl 9 Juni 2015,,,
64.01.04.2015,,,,,,,,14,Tapis,,,"Pemekaran sebagian Desa Jone, Perda No. 1/2012",,,
64.01.04.2016,,,,,,,,15,Senaken,,,"Pemekaran sebagian Desa Jone, Perda No. 1/2012",,,
64.01.05,,,,5,Kuaro,,1,,12,,,,,,
64.01.05.1001,,,,,,1,Kuaro,,,,,,,,
64.01.05.2002,,,,,,,,1,Lolo,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,
,,,,,,,,,,,,tgl 9 Juni 2015,,,
64.01.05.2003,,,,,,,,2,Sandeley,,,,,,
64.01.05.2004,,,,,,,,3,Harapan Baru,,,Perubahan nama Desa Air Mati sesuai Perbup No. 2/2014,,,
64.01.05.2005,,,,,,,,4,Rangan,,,,,,
64.01.05.2006,,,,,,,,5,Modang,,,,,,
64.01.05.2007,,,,,,,,6,Pasir Mayang,,,,,,
64.01.05.2008,,,,,,,,7,Kerta Bumi,,,,,,
64.01.05.2009,,,,,,,,8,Pondang Baru,,,,,,
64.01.05.2010,,,,,,,,9,Padang Jaya,,,,,,
64.01.05.2011,,,,,,,,10,Kendarom,,,Pemekaran sebagian Desa Rangan Perda No. 7/2006,,,
64.01.05.2012,,,,,,,,11,Klempang Sari,,,Pemekaran Desa Perda No. 1/2010,,,
64.01.05.2013,,,,,,,,12,Keluang Paser Jaya,,,"Pemekaran sebagian Desa Lolo, Perda No. 6/2011",,,
64.01.06,,,,6,Long Ikis,,1,,25,,,,,,
64.01.06.1001,,,,,,1,Long Ikis,,,,,,,,
64.01.06.2002,,,,,,,,1,Muara Adang,,,,,,
64.01.06.2003,,,,,,,,2,Teluk Waru,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,
,,,,,,,,,,,,tgl 9 Juni 2015,,,
64.01.06.2004,,,,,,,,3,Tajur,,,,,,
64.01.06.2005,,,,,,,,4,Samuntai,,,,,,
64.01.06.2006,,,,,,,,5,Lombok,,,,,,
64.01.06.2007,,,,,,,,6,Pait,,,,,,
64.01.06.2008,,,,,,,,7,Olung,,,,,,
64.01.06.2009,,,,,,,,8,Kayungo,,,,,,
64.01.06.2010,,,,,,,,9,Jemparing,,,,,,
64.01.06.2011,,,,,,,,10,Tiwei,,,,,,
64.01.06.2012,,,,,,,,11,Belimbing,,,,,,
,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
64.01.06.2013,,,,,,,,12,Long Gelang,,,,,,
64.01.06.2014,,,,,,,,13,Krayan Jaya,,,,,,
64.01.06.2015,,,,,,,,14,Bukit Saloka,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
,,,,,,,,,,,,,tgl 9 Juni 2015,,
64.01.06.2016,,,,,,,,15,Krayan Sentosa,,,,,,
64.01.06.2017,,,,,,,,16,Krayan Makmur,,,,,,
64.01.06.2018,,,,,,,,17,Kayungo Sari,,,,,,
64.01.06.2019,,,,,,,,18,Krayan Bahagia,,,,,,
64.01.06.2020,,,,,,,,19,Sawit Jaya,,,,,,
64.01.06.2021,,,,,,,,20,Sekurou Jaya,,,,,,
64.01.06.2022,,,,,,,,21,Kerta Bhakti,,,,,,
64.01.06.2023,,,,,,,,22,Adang Jaya,,,,,,
64.01.06.2024,,,,,,,,23,Tajer Mulya,,,,Pemekaran sebagian Desa Kayungo Perda No. 1/2010,,
64.01.06.2025,,,,,,,,24,Brewe,,,,"Pemekaran sebagian Desa Lombok dan Desa Pait, Perda No.",,
,,,,,,,,,,,,,6/2011,,
64.01.06.2026,,,,,,,,25,Atang Pait,,,,"Pemekaran sebagian Desa Pait, Perda No. 1/2012",,
64.01.07,,,,7,Muara Komam,,1,,,12,,,,,
64.01.07.1001,,,,,,1,Muarakomam,,,,,,,,
64.01.07.2002,,,,,,,,1,Batu Butok,,,,,,
64.01.07.2003,,,,,,,,2,Uko,,,,,,
64.01.07.2004,,,,,,,,3,Muara Langon,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
,,,,,,,,,,,,,tgl 9 Juni 2015,,
64.01.07.2005,,,,,,,,4,Binangon,,,,,,
64.01.07.2006,,,,,,,,5,Muara Kuaro,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
,,,,,,,,,,,,,tgl 9 Juni 2015,,
64.01.07.2007,,,,,,,,6,Prayon,,,,,,
64.01.07.2008,,,,,,,,7,Long Sayo,,,,,,
64.01.07.2009,,,,,,,,8,Muara Payang,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
,,,,,,,,,,,,,tgl 9 Juni 2015,,
64.01.07.2010,,,,,,,,9,Lusan,,,,,,
64.01.07.2011,,,,,,,,10,Swan Slutung,,,,,,
64.01.07.2012,,,,,,,,11,Sekuan Makmur,,,,Pemekaran Desa Perda No. 3.b/2007,,
64.01.07.2013,,,,,,,,12,Selerong,,,,Pemekaran sebagian Desa Muara Langon Perda No. 1/2010,,
64.01.08,,,,8,Long Kali,,1,,,22,,,,,
64.01.08.1001,,,,,,1,Long Kali,,,,,,,,
64.01.08.2002,,,,,,,,1,Muara Telake,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
,,,,,,,,,,,,,tgl 9 Juni 2015,,
64.01.08.2003,,,,,,,,2,Sebakung,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,
tgl 9 Juni 2015,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
64.01.08.2004,,,,,,3,Bente Tualan,,,,,,,,
64.01.08.2005,,,,,,4,Mendik,,,,,,,,
64.01.08.2006,,,,,,5,Munggu,,,,,,,,
64.01.08.2007,,,,,,6,Muara Pias,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,,
,,,,,,,,,,,tgl 9 Juni 2015,,,,
64.01.08.2008,,,,,,7,Muara Toyu,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,,
,,,,,,,,,,,tgl 9 Juni 2015,,,,
64.01.08.2009,,,,,,8,Perkuwen,,,,,,,,
64.01.08.2010,,,,,,9,Pinang Jatus,,,,,,,,
64.01.08.2011,,,,,,10,Muara Lambakan,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,,
,,,,,,,,,,,tgl 9 Juni 2015,,,,
64.01.08.2012,,,,,,11,Kepala Telake,,,,,,,,
64.01.08.2013,,,,,,12,Mendik Makmur,,,,,,,,
64.01.08.2014,,,,,,13,Mendik Karya,,,,,,,,
64.01.08.2015,,,,,,14,Mendik Bhakti,,,,,,,,
64.01.08.2016,,,,,,15,Sebakung Taka,,,,,,,,
64.01.08.2017,,,,,,16,Maruat,,,,Pembentukan Desa Perda No. 3.d/2007,,,,
64.01.08.2018,,,,,,17,Sebakung Makmur,,,,Pembentukan Desa Perda No. 3.e/2007,,,,
64.01.08.2019,,,,,,18,Petiku,,,,Pembentukan Desa Perda No. 3.f/2007,,,,
64.01.08.2020,,,,,,19,Muara Adang II,,,,"Pembentukan Desa Perda No. 1/2010, Perubahan nama desa",,,,
,,,,,,,,,,,sesuai Surat Bup No. 140/389/VI/BPMPD tgl 9 Juni 2015,,,,
64.01.08.2021,,,,,,20,Makmur Jaya,,,,"Pemekaran sebagian Desa Mendik Makmur, Perda No. 6/2011",,,,
64.01.08.2022,,,,,,21,Gunung Putar,,,,"Pemekaran sebagian Desa Bente Tualan, Perda No. 1/2012,",,,,
,,,,,,,,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,,
,,,,,,,,,,,tgl 9 Juni 2015,,,,
64.01.08.2023,,,,,,22,Putang,,,,"Pemekaran sebagian Desa Sebakung Taka, Perda No. 1/2012",,,,
64.01.09,,,9,Batu Engau,-,,,13,,,,,,,
64.01.09.2001,,,,,,1,Kerang,,,,,,,,
64.01.09.2002,,,,,,2,Lomu,,,,,,,,
64.01.09.2003,,,,,,3,Segendang,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,,
,,,,,,,,,,,tgl 9 Juni 2015,,,,
64.01.09.2004,,,,,,4,Mengkudu,,,,,,,,
64.01.09.2005,,,,,,5,Riwang,,,,,,,,
64.01.09.2006,,,,,,6,Langgai,,,,,,,,
64.01.09.2007,,,,,,7,Petangis,,,,,,,,
64.01.09.2008,,,,,,8,Tampakan,,,,Perubahan nama desa sesuai Surat Bup No. 140/389/VI/BPMPD,,,,
,,,,,,,,,,,tgl 9 Juni 2015,,,,
64.01.09.2009,,,,,,9,Kerang Dayo,,,,,,,,
64.01.09.2010,,,,,,10,Saing Prupuk,,,,"Pemekaran sebagian Desa Petangis, Perda No. 1/2012",,,,
64.01.09.2011,,,,,,11,Bai Jaya,,,,"Pemekaran sebagian Desa Langgai, Perda No. 1/2012",,,,
,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
