Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,,,,,,,Beringin Jaya,,,Menjadi wil Kec. Simpang Raya Perda No. 21/2009,,,,
,,,,,,,,Rantau Jaya,,,Menjadi wil Kec. Simpang Raya Perda No. 21/2009,,,,
,,,,,,,,Sumber Mulia,,,Menjadi wil Kec. Simpang Raya Perda No. 21/2009,,,,
,,,,,,,,Damai Makmur,,,"Menjadi wil. Kec. Nuhon, Perda No.3/2004",,,,
,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
,,,,,,,,,Jaya Makmur,,,,"Menjadi wil. Kec. Nuhon, Perda No.3/2004",,
,,,,,,,,,Saiti,,,,"Menjadi wil. Kec. Nuhon, Perda No.3/2004",,
,,,,,,,,,Sumber Agung,,,,"Menjadi wil. Kec. Nuhon, Perda No.3/2004",,
,,,,,,,,,Dwipa Karya,,,,Menjadi wil Kec. Simpang Raya Perda No. 2009,,
72.01.02.2041,,,,,,,,13,Demangan Jaya,,,,Perda No. 2/2008,,
72.01.02.2042,,,,,,,,14,Balanga,,,,Perda No. 2/2008,,
72.01.02.2043,,,,,,,,15,Longgolian,,,,Perda No. 2/2008,,
72.01.02.2044,,,,,,,,16,Kalumbangan,,,,Perda No. 2/2008,,
72.01.02.2045,,,,,,,,17,Polo,,,,Perda No. 2/2008,,
,,,,,,,,,Lokait,,,,Menjadi wil Kec. Simpang Raya Perda No. 21/2009,,
72.01.02.1047,,,,,,3,Salabenda,,,,,,Perda No. 3/2008,,
72.01.02.1048,,,,,,4,Kalaka,,,,,,Pemekaran sebagian Kel. Bunta I Perda No. 23/2009,,
72.01.02.2049,,,,,,,,18,Koili,,,,Pemekaran sebagian Desa Huhang Perda No. 24/2009,,
72.01.03,,,,3,Kintom,,3,,,11,,,,,
72.01.03.2001,,,,,,,,1,Kalolos,,,,,,
72.01.03.2002,,,,,,,,2,Tangkiang,,,,,,
72.01.03.2003,,,,,,,,3,Padang,,,,,,
72.01.03.2004,,,,,,,,4,Manyula,,,,,,
72.01.03.2005,,,,,,,,5,Uling,,,,,,
72.01.03.1006,,,,,,1,Kintom,,,,,,"Menjadi Kel., Perda No. 3/2008",,
72.01.03.2007,,,,,,,,6,Samadoya,,,,,,
72.01.03.2008,,,,,,,,7,Dimpalon,,,,,,
72.01.03.2009,,,,,,,,8,Solan,,,,,,
72.01.03.1010,,,,,,2,Mendono,,,,,,,,
,,,,,,,Lontio,,,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,
,,,,,,,,,Padungnyo,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,
72.01.03.2013,,,,,,,,9,Babang Buyangge,,,,,,
,,,,,,,,,Sayangbongin,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,
72.01.03.2015,,,,,,,,10,Solan Baru,,,,Perda No. 2/2008,,
,,,,,,,,,Lumbe,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,
72.01.03.1017,,,,,,3,Mondonun,,,,,,Pemekaran sebagian Kel. Mendono Perda No. 23/2009,,
,,,,,,,Lontio Baru,,,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,
72.01.03.2019,,,,,,,,11,Dimpalon Baru,,,,Pemekaran sebagian Desa Dimpalon Perda No. 24/2009,,
72.01.04,,,,4,Luwuk,,8,,,2,,,,,
,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,,,
,,,,,,Nambo Padang,,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,,,
,,,,,,Nambo Lempek,,,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,,,
,,,,,,,,Koyoan,,,Menjadi wil Kec. Nambo Perda No. 3/2012,,,,
,,,,,,,,Bubung,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012,,,,
,,,,,,Maahas,,,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012,,,,
,,,,,,Simpong,,,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012,,,,
,,,,,,Hanga Hanga,,,,,Menjadi wil Kec. Luwuk Selatan Perda No. 3/2012,,,,
72.01.04.2008,,,,,,,1,Tontouan,,,,,,,
72.01.04.1009,,,,,1,Luwuk,,,,,,,,,
72.01.04.1010,,,,,2,Baru,,,,,,,,,
72.01.04.1011,,,,,3,Soho,,,,,,,,,
72.01.04.1012,,,,,4,Bungin,,,,,,,,,
72.01.04.2013,,,,,,,2,Lumpoknyo,,,,,,,
,,,,,,Kilongan,,,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,,Bumi Beringin,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,Boyou,,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,Biak,,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,Bunga,,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,,Kamumu,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,,Salodik,,,Menjadi wil Kec. Luwuk Utara Perda No. 3/2012,,,,
,,,,,,,,Kayu Tanyo,,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003",,,,
,,,,,,,,Hunduhan,,,"Menjadi wil. Kec. Luwuk Timur, Perda No.3/2003",,,,
