Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
63.01.04.2005,,,,,,5,Kali Besar,,,,,,,,
63.01.04.2006,,,,,,6,Handil Negara,,,,,,,,
63.01.04.2007,,,,,,7,Padang Luas,,,,,,,,
63.01.04.2008,,,,,,8,Kurau,,,,,,,,
,,,,,,,Sungai Rasau,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,Handil Labuan,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,Handil Maluka,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,Handil Suruk,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,Handil Gayam,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,Handil Babirik,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,Handil Birayang Atas,,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,
,,,,,,,,,,,,,,,
Handil Birayang,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,,,,,,,,,,
Bawah,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
63.01.04.2017,,,,9,Tambak Karya,,,,,,,,,,
63.01.04.2018,,,,10,Raden,,,,,,,,,,
63.01.04.2019,,,,11,Sarikandi,,,,,,,,,,
,,,,,Pantai Harapan,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,,,,
,,,,,Bumi Harapan,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,,,,
,,,,,Kurau Utara,,"Menjadi wil. Kec. Bumi Makmur, Perda No. 3/2008",,,,,,,,
63.01.05,5,Bati Bati,-,,,14,,,,,,,,,
63.01.05.2001,,,,1,Benua Raya,,,,,,,,,,
63.01.05.2002,,,,2,Bati-Bati,,,,,,,,,,
63.01.05.2003,,,,3,Ujung,,,,,,,,,,
63.01.05.2004,,,,4,Liang Anggang,,,,,,,,,,
63.01.05.2005,,,,5,Bentok Kampung,,,,,,,,,,
63.01.05.2006,,,,6,Bentok Darat,,,,,,,,,,
63.01.05.2007,,,,7,Banyu Irang,,,,,,,,,,
63.01.05.2008,,,,8,Nusa Indah,,,,,,,,,,
63.01.05.2009,,,,9,Pandahan,,,,,,,,,,
63.01.05.2010,,,,10,Padang,,,,,,,,,,
