Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,
,,,KAB,KOTA,,KECAMATAN,,,KELURAHAN,,D E S A,,,,
73.01.10.2002,,,,,,,,,,2,Bontobaru,,,,
73.01.10.2003,,,,,,,,,,3,Bontomaling,,,,
73.01.10.2004,,,,,,,,,,4,Lembangbaji,,,,
73.01.10.2005,,,,,,,,,,5,Bontojati,,,"Pemekaran sebagian Desa Bontobaru, Perda No. 7/2010",
73.01.10.2006,,,,,,,,,,6,Ujung,,,"Pemekaran sebagian Desa Bontobulaeng, Perda No. 19/2011",
73.01.11,,,,,11,Buki,,,-,,7,,,Perda Nomor 16 Tahun 2007,
73.01.11.2001,,,,,,,,,,1,Buki,,,"Semula Wil Kec. Bontomatene, Perda Nomor 16 Tahun 2007",
73.01.11.2002,,,,,,,,,,2,Lalang Bata,,,"Semula Wil. Kec. Bontomatene, Perda Nomor 16 Tahun 2007",
73.01.11.2003,,,,,,,,,,3,Balang Butung,,,"Semula wil. Kec. Bontomatene, Perda Nomor 16 Tahun 2007",
73.01.11.2004,,,,,,,,,,4,Kohala,,,"Semula Wil. Kec. Bontomanai, Perda Nomor 16 Tahun 2007",
73.01.11.2005,,,,,,,,,,5,Bontolempangan,,,"Semula Wil. Kec. Bontomanai, Perda Nomor 16 Tahun 2007",
73.01.11.2006,,,,,,,,,,6,Mekar Indah,,,"Pemekaran sebagian Desa Bontolempangan, Perda No. 7/2010",
73.01.11.2007,,,,,,,,,,7,Buki Timur,,,"Pemekaran sebagian Desa Balang Butung, Perda No. 7/2010",
73.02,2,KAB. BULUKUMBA,,,,,10,,27,,109,"1.284,63",432.141,,
73.02.01,,,,,1,Gantorang,,,3,,18,,,,
73.02.01.1001,,,,,,,,1,Matekko,,,,,,
73.02.01.1002,,,,,,,,2,Jalanjang,,,,,,
73.02.01.1003,,,,,,,,3,Mario Rennu,,,,,,
73.02.01.2004,,,,,,,,,,1,Bialo,,,,
73.02.01.2005,,,,,,,,,,2,Bonto Macinna,,,,
73.02.01.2006,,,,,,,,,,3,Gattareng,,,,
73.02.01.2007,,,,,,,,,,4,Dampang,,,,
73.02.01.2008,,,,,,,,,,5,Bonto Sunggu,,,,
73.02.01.2009,,,,,,,,,,6,Palang Barae,,,,
73.02.01.2010,,,,,,,,,,7,Bonto Nyeleng,,,,
73.02.01.2011,,,,,,,,,,8,Benteng Melawang,,,,
73.02.01.2012,,,,,,,,,,9,Padang,,,,
73.02.01.2013,,,,,,,,,,10,Bonto Raja,,,,
