Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,,
82.01.07.2003,,,,3,Togowo,,Semula wil. Kec. Ibu,,,,,,,,,
82.01.07.2004,,,,4,Duono,,Semula wil. Kec. Ibu,,,,,,,,,
82.01.07.2005,,,,5,Goin,,Semula wil. Kec. Ibu,,,,,,,,,
82.01.07.2006,,,,6,Sangaji Nyeku,,Semula wil. Kec. Ibu,,,,,,,,,
82.01.07.2007,,,,7,Tuguis,,Semula wil. Kec. Ibu,,,,,,,,,
82.01.07.2008,,,,8,Togoreba Sungi,,Semulawil. Kec. Ibu,,,,,,,,,
,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.01.07.2009,,,,,,,9,Barona,,,,Semula wil. Kec. Ibu,,,,
82.01.07.2010,,,,,,,10,Todoke,,,,Semula wil. Kec. Ibu,,,,
82.01.07.2011,,,,,,,11,Tolisaor,,,,Semula wil. Kec. Ibu,,,,
82.01.07.2012,,,,,,,12,Pasalulu,,,,Semula wil. Kec. Ibu,,,,
82.01.07.2013,,,,,,,13,Togoreba Tua,,,,Semula wil. Kec. Ibu,,,,
82.01.07.2014,,,,,,,14,Tukuoku,,,,Pemekaran Desa Goin Perda No. 12/2012,,,,
82.01.07.2015,,,,,,,15,Soasangaji,,,,Pemekaran Desa Tuguis Perda No. 12/2012,,,,
82.01.07.2016,,,,,,,16,Aru Jaya,,,,Pemekaran Desa Pasalulu Perda No. 12/2012,,,,
82.01.08,,,,7,Ibu Selatan,-,,,16,,,Perda No. 7/2005,,,,
82.01.08.2001,,,,,,,1,Tosoa,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2002,,,,,,,2,Tobobol,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2003,,,,,,,3,Baru,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2004,,,,,,,4,Nanas,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2005,,,,,,,5,Jere,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2006,,,,,,,6,Gamsungi,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2007,,,,,,,7,Bataka,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2008,,,,,,,8,Talaga,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2009,,,,,,,9,Tobelos,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2010,,,,,,,10,Gamkonora,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2011,,,,,,,11,Sarau,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2012,,,,,,,12,Ngawet,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2013,,,,,,,13,Adu,,,,Semula wil. Kec. Ibu,,,,
82.01.08.2014,,,,,,,14,Gamsida,,,,Pemekaran Desa Baru Perda No. 10/2012,,,,
82.01.08.2015,,,,,,,15,Ngalo Ngalo,,,,Pemekaran Desa Baru Perda No. 10/2012,,,,
82.01.08.2016,,,,,,,16,Tuguaer,,,,Pemekaran Desa Tosoa  Perda No. 10/2012,,,,
82.01.09,,,,8,Sahu Timur,-,,,18,,,Perda No. 7/2005,,,,
82.01.09.2001,,,,,,,1,Loce,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2002,,,,,,,2,Idam Gamlamo,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2003,,,,,,,3,Gamomeng,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2004,,,,,,,4,Akelamo,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2005,,,,,,,5,Taraudu Kusu,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2006,,,,,,,6,Awer,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2007,,,,,,,7,Aketola,,,,Semula wil. Kec. Sahu,,,,
82.01.09.2008,,,,,,,8,Tibobo,,,,Semula wil. Kec. Sahu,,,,
,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
82.01.09.2009,,,,,,,,,9,Hoku- hoku Gam,,,,Semula wil. Kec. Sahu,,
82.01.09.2010,,,,,,,,,10,Gamiyel,,,,Semula wil. Kec. Sahu,,
82.01.09.2011,,,,,,,,,11,Golago Kusuma,,,,Semula  wil. Kec. Sahu,,
82.01.09.2012,,,,,,,,,12,Ngaon,,,,Semula  wil. Kec. Sahu,,
82.01.09.2013,,,,,,,,,13,Gamsugi,,,,Semula wil. Kec. Sahu,,
82.01.09.2014,,,,,,,,,14,Taba Campaka,,,,Semula wil. Kec. Sahu,,
82.01.09.2015,,,,,,,,,15,Campaka,,,,Semula wil. Kec. Sahu,,
82.01.09.2016,,,,,,,,,16,Goal,,,,Semula wil. Kec. Sahu,,
82.01.09.2017,,,,,,,,,17,Sidodadi,,,,Pemekaran Desa Golago Kusuma Perda No. 9/2012,,
82.01.09.2018,,,,,,,,,18,Air Panas,,,,Pemekaran Desa Golago Kusuma Perda No. 9/2012,,
82.02,2,KAB. HALMAHERA TENGAH,,,,,10,-,,,61,"2.653,76",50.164,,,
82.02.01,,,,,1,Weda,,-,,,7,,,,,
,,,,,,,,,,Tilope,,,,"Menjadi wil. Kec. Weda Selatan, Perda No. 3/2005.",,
,,,,,,,,,,Soswomo,,,,"Menjadi wil. Kec. Weda Selatan, Perda No. 3/2005.",,
,,,,,,,,,,Loleo,,,,"Menjadi wil. Kec. Weda Selatan, Perda No. 3/2005.",,
82.02.01.2004,,,,,,,,,1,Nusliko,,,,,,
82.02.01.2005,,,,,,,,,2,Were,,,,"Perubahan nama desa Weda, Perda No. 4/2008",,
,,,,,,,,,,Kobe,,,,Menjadi wil Kec. Weda Tengah Perda No. 23/2008,,
,,,,,,,,,,Lililef Waibulan,,,,Menjadi wil Kec. Weda Tengah Perda No. 23/2008,,
,,,,,,,,,,Lililef  Sawai,,,,Menjadi wil Kec. Weda Tengah Perda No. 23/2008,,
,,,,,,,,,,Gemaf,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Sagea,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Fritu,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Waleh,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Yeke,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Messa,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Dote,,,,"Menjadi wil. Kec. Weda Utara, Perda No. 3/2005.",,
,,,,,,,,,,Wairoro Indah,,,,"Menjadi wil. Kec. Weda Selatan, Perda No. 3/2005.",,
,,,,,,,,,,Kluting Jaya,,,,"Menjadi wil. Kec. Weda Selatan, Perda No. 3/2005.",,
,,,,,,,,,,Sawai Itepo,,,,Menjadi wil Kec. Weda Tengah Perda No. 23/2008,,
,,,,,,,,,,Yefetu,,,,,,
82.02.01.2020,,,,,,,,,3,Fidy Jaya,,,,Perda No. 4/2008,,
82.02.01.2021,,,,,,,,,4,Sidanga,,,,Perda No. 12/2008,,
,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.02.01.2022,,,,,,,5,Nurweda,,,,Perubahan nama Desa Yefetu menjadi Nurweda Perda No. 2/2010,,,,
82.02.01.2023,,,,,,,6,Wedana,,,,Pemekaran Desa Nurweda Perda No. 3/2010,,,,
82.02.01.2024,,,,,,,7,Goeng,,,,"Pemekaran Desa Nurweda, Perda No. 10/2011",,,,
82.02.02,,,,2,Patani,-,,,5,,,,,,,
,,,,,,,,Sibenpope,,,,Menjadi wil Kec. Patani Barat Perda No. 24/2008,,,,
,,,,,,,,Mareala,,,,Menjadi wil Kec. Patani Barat Perda No. 24/2008,,,,
,,,,,,,,Banemo,,,,Menjadi wil Kec. Patani Barat Perda No. 24/2008,,,,
82.02.02.2004,,,,,,,1,Wailegi,,,,,,,,
82.02.02.2005,,,,,,,2,Kipai,,,,,,,,
82.02.02.2006,,,,,,,3,Yeisowo,,,,,,,,
,,,,,,,,Gemia,,,,"Menjadi wil. Kec. Patani Utara, Perda No. 3/2005.",,,,
,,,,,,,,Tepeleo,,,,"Menjadi wil. Kec. Patani Utara, Perda No. 3/2005.",,,,
,,,,,,,,Peniti,,,,"Menjadi wil. Kec. Patani Utara, Perda No. 3/2005.",,,,
,,,,,,,,Bobane Jaya,,,,Menjadi wil Kec. Patani Barat Perda No. 24/2008,,,,
,,,,,,,,Bobane Indah,,,,Menjadi wil Kec. Patani Barat Perda No. 24/2008,,,,
82.02.02.2012,,,,,,,4,Yondeliu,,,,Perda No. 13/2008,,,,
82.02.02.2013,,,,,,,5,Baka Jaya,,,,Pemekaran Desa Yesowo Perda No. 3/2009,,,,
82.02.03,,,,3,Pulau Gebe,-,,,8,,,,,,,
82.02.03.2001,,,,,,,1,Kapaleo,,,,,,,,
82.02.03.2002,,,,,,,2,Kacepi,,,,,,,,
82.02.03.2003,,,,,,,3,Sanafi,,,,,,,,
82.02.03.2004,,,,,,,4,Umera,,,,,,,,
82.02.03.2005,,,,,,,5,Umiyal,,,,,,,,
82.02.03.2006,,,,,,,6,Sonof Kacepo,,,,Pemekaran Desa Sanafi dan Desa Kacepi Perda No. 11/2008,,,,
82.02.03.2007,,,,,,,7,Elfanun,,,,"Pemekaran Desa Kapaleo, Perda No. 14/2011",,,,
82.02.03.2008,,,,,,,8,Yang,,,,"Pemekaran Desa Kacepi, Perda No. 15/2011",,,,
82.02.04,,,,4,Weda Utara,-,,,5,,,Perda No. 3/2005,,,,
82.02.04.2001,,,,,,,1,Gemaf,,,,Semula wil. Kec. Weda,,,,
82.02.04.2002,,,,,,,2,Sagea,,,,Semula wil. Kec. Weda,,,,
82.02.04.2003,,,,,,,3,Fritu,,,,Semula wil. Kec. Weda,,,,
82.02.04.2004,,,,,,,4,Waleh,,,,Semula wil. Kec. Weda,,,,
,,,,,,,Yeke,,,,,Menjadi Wil Kec Weda Timur Perda No 5/2013,,,,
,,,,,,,,Messa,,,,Menjadi Wil Kec Weda Timur Perda No 5/2013,,,,
,,,,,,,,Dotte,,,,Menjadi Wil Kec Weda Timur Perda No 5/2013,,,,
,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.02.04.2008,,,,,,,5,Kiya,,,,Pemekaran Desa Segea Perda No. 7/2010,,,,
,,,,,,,,Kotalo,,,,Menjadi Wil Kec Weda Timur Perda No 5/2013,,,,
82.02.05,,,,5,Weda Selatan,-,,,8,,,Perda No. 3/2005,,,,
82.02.05.2001,,,,,,,1,Tilope,,,,Semula wil. Kec. Weda,,,,
82.02.05.2002,,,,,,,2,Sosowomo,,,,Semula wil. Kec. Weda,,,,
82.02.05.2003,,,,,,,3,Loleo,,,,Semula wil. Kec. Weda,,,,
82.02.05.2004,,,,,,,4,Wairoro Indah,,,,Semula wil. Kec. Weda,,,,
82.02.05.2005,,,,,,,5,Kluting Jaya,,,,Semula wil. Kec. Weda,,,,
82.02.05.2006,,,,,,,6,Lembah Asri,,,,Perda No. 5/2008,,,,
82.02.05.2007,,,,,,,7,Sumber Sari,,,,Perda No. 6/2008,,,,
82.02.05.2008,,,,,,,8,Air Salobar,,,,Pemekaran Desa Loleo Perda No. 8/2010,,,,
82.02.06,,,,6,Patani Utara,-,,,6,,,Perda No. 3/2005,,,,
82.02.06.2001,,,,,,,1,Gemia,,,,Semula wil. Kec. Patani,,,,
82.02.06.2002,,,,,,,2,Tepeleo,,,,Semula wil. Kec. Patani,,,,
,,,,,,,,Peniti,,,,Menjadi Wil Kec Patani Timur  Perda No 5/2013,,,,
,,,,,,,,Masure,,,,Menjadi Wil Kec Patani Timur  Perda No 5/2013,,,,
,,,,,,,,Sakam,,,,Menjadi Wil Kec Patani Timur  Perda No 5/2013,,,,
82.02.06.2006,,,,,,,3,Bilifitu,,,,Perda No. 7/2008,,,,
82.02.06.2007,,,,,,,4,Tepeleo Batudua,,,,Perda No. 8/2008,,,,
82.02.06.2008,,,,,,,5,Pantura Jaya,,,,Perda No. 8/2008,,,,
,,,,,,,,Palo,,,,Menjadi Wil Kec Patani Timur  Perda No 5/2013,,,,
,,,,,,,,Damuli,,,,Menjadi Wil Kec Patani Timur  Perda No 5/2013,,,,
82.02.06.2011,,,,,,,6,Maliforo,,,,"Pemekaran Desa Gernia, Perda No. 12/2011",,,,
,,,,,,,,Nursifa,,,,Menjadi Wil Kec Patani Timur  Perda No 5/2013,,,,
82.02.07,,,,7,Weda Tengah,-,,,7,,,Pemekaran Kecamatan Perda No. 23/2008,,,,
82.02.07.2001,,,,,,,1,Lililef Waibulan,,,,Semula wil Kec. Weda Perda NO. 23/2008,,,,
82.02.07.2002,,,,,,,2,Lililef  Sawai,,,,Semula wil Kec. Weda Perda No. 23/2008,,,,
82.02.07.2003,,,,,,,3,Sawai Itepo,,,,"Perda No. 3/2008, Semula wil Kec. Weda Perda No. 23/2008",,,,
82.02.07.2004,,,,,,,4,Kobe,,,,Semula wil Kec. Weda Perda No. 23/2008,,,,
82.02.07.2005,,,,,,,5,Woekob,,,,Pemekaran Desa Kobe Perda No. 4/2010,,,,
82.02.07.2006,,,,,,,6,Woejerana,,,,Pemekaran Desa Kobe Perda No. 5/2010,,,,
82.02.07.2007,,,,,,,7,Kulo Jaya,,,,Pemekaran Desa Kobe Perda No. 6/2010,,,,
82.02.08,,,,8,Patani Barat,-,,,5,,,Pemekaran Kecamatan Perda No. 24/2008,,,,
82.02.08.2001,,,,,,,1,Banemo,,,,Semula wil Kec. Patani Perda No. 24/2008,,,,
,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
82.02.08.2002,,,,,,,,,2,Bobane Jaya,,,"Perda No. 9/2008, semula wil Kec. Patani Perda No. 24/2008",,,
82.02.08.2003,,,,,,,,,3,Bobane Indah,,,"Perda No. 10/2008, semula wil Kec. Patani Perda No. 24/2008",,,
82.02.08.2004,,,,,,,,,4,Mareala,,,Semula wil Kec. Patani Perda No. 24/2008,,,
82.02.08.2005,,,,,,,,,5,Sibenpope,,,Semula wil Kec. Patani Perda No. 24/2008,,,
82.02.09,,,,,9,Weda Timur,,-,,,4,,Pemekaran Wil Kec Weda Utara  Perda No. 5/2013,,,
82.02.09.2001,,,,,,,,,1,Dotte,,,Semula wil. Kec. Weda. Semula Wil Kec Weda Utara Perda No,,,
,,,,,,,,,,,,,5/2013,,,
82.02.09.2002,,,,,,,,,2,Messa,,,Semula wil. Kec. Weda. Semula Wil Kec Weda Utara Perda No,,,
,,,,,,,,,,,,,5/2013,,,
82.02.09.2003,,,,,,,,,3,Kotalo,,,"Pemekaran Desa Messa, Perda No. 11/2011. Semula Wil Kec Weda",,,
,,,,,,,,,,,,,Utara Perda No 5/2013,,,
82.02.09.2004,,,,,,,,,4,Yeke,,,Semula wil. Kec. Weda. Semula Wil Kec Weda Utara Perda No,,,
,,,,,,,,,,,,,5/2013,,,
82.02.10,,,,,10,Patani Timur,,-,,,6,,Pemekaran Wil Kec Patani Utara Perda No 5/2013,,,
82.02.10.2001,,,,,,,,,1,Sakam,,,Perda No. 3/2005. Semula Wil Kec Patani Utara Perda No 5/2013,,,
82.02.10.2002,,,,,,,,,2,Nursifa,,,"Pemekaran Desa Sakam, Perda No. 13/2011. Semula Wil Kec",,,
,,,,,,,,,,,,,Patani Utara Perda No 5/2013,,,
82.02.10.2003,,,,,,,,,3,Damuli,,,Pemekaran Desa Peniti Perda No. 10/2010. Semula Wil Kec Patani,,,
,,,,,,,,,,,,,Utara Perda No 5/2013,,,
82.02.10.2004,,,,,,,,,4,Peniti,,,Semula wil. Kec. Patani. Semula Wil Kec Patani Utara Perda No,,,
,,,,,,,,,,,,,5/2013,,,
82.02.10.2005,,,,,,,,,5,Masure,,,Perda No. 3/2005. Semula Wil Kec Patani Utara Perda No 5/2013,,,
82.02.10.2006,,,,,,,,,6,Palo,,,Pemekaran Desa Peniti Perda No. 9/2010. Semula Wil Kec Patani,,,
,,,,,,,,,,,,,Utara Perda No 5/2013,,,
82.03,3,KAB. HALMAHERA UTARA,,,,,17,-,,,196,"3.896,90",194.291,,,
,,,,,,Morotai Utara,,,,,,,"Menjadi wil. Kab. Pulau Morotai, UU No. 53/2008",,,
,,,,,,,,,,,,,,,,
Bere-bere,,,,,,,,,,,,,,,,
Sakita,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tawakali,,,,,,,,,,,,,,,,
Yao,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bido,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Buho-buho,"Menjadi wil. Kec. Morotai Timur, Perda No. 2/2006.",,,,,,,,,,,,,,,
Wewemo,"Menjadi wil. Kec. Morotai Timur, Perda No. 2/2006.",,,,,,,,,,,,,,,
Mira,"Menjadi wil. Kec. Morotai Timur, Perda No. 2/2006.",,,,,,,,,,,,,,,
Gorua,,,,,,,,,,,,,,,,
Korago,,,,,,,,,,,,,,,,
Lusuo,,,,,,,,,,,,,,,,
Pangeo,"Menjadi wil. Kec. Morotai Jaya, Perda No. 2/2006.",,,,,,,,,,,,,,,
Sopi,"Menjadi wil. Kec. Morotai Jaya, Perda No. 2/2006.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,,,
,,,,,,Bere bere Kecil,,,"Menjadi wil. Kec. Morotai Jaya, Perda No. 2/2006.",,,,,,,
,,,,,,Titigogoli,,,"Menjadi wil. Kec. Morotai Jaya, Perda No. 2/2006.",,,,,,,
,,,,,,Hapo,,,"Menjadi wil. Kec. Morotai Jaya, Perda No. 2/2006.",,,,,,,
,,,,,,Libano,,,"Menjadi wil. Kec. Morotai Jaya, Perda No. 2/2006.",,,,,,,
,,,,,,Kenari,,,Perda No. 1/2006.,,,,,,,
,,,,,,Loleo Jaya,,,Perda No. 1/2006.,,,,,,,
,,,,,,,,,,,,,,,,
Aru,"Perda No. 1/2006; Menjadi wil. Kec. Morotai Jaya, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
Towara,"Perda No. 1/2006; Menjadi wil. Kec. Morotai Jaya, Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Cendana,"Perda No. 1/2006; Menjadi wil. Kec. Morotai Jaya, Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Lifao,"Perda No. 1/2006; Menjadi wil. Kec. Morotai Timur, Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Rahmat,"Perda No. 1/2006; Menjadi wil. Kec. Morotai Timur, Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Morotai Selatan Barat,"Menjadi wil. Kab. Pulau Morotai, UU No.53/2008",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Wayabula,,,,,,,,,,,,,,,,
Tiley,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ngele-Ngele Kecil,,,,,,,,,,,,,,,,
Cucumare,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Aru Irian,,,,,,,,,,,,,,,,
Waringin,,,,,,,,,,,,,,,,
Tuthu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Cio Gerong,,,,,,,,,,,,,,,,
Posi-Posi,,,,,,,,,,,,,,,,
Aru Burung,,,,,,,,,,,,,,,,
Lou Madoro,,,,,,,,,,,,,,,,
Leo-Leo,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sami Nyamau,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ngele-ngele Besar,Perda No. 1/2006.,,,,,,,,,,,,,,,
Raja,Perda No. 1/2006.,,,,,,,,,,,,,,,
Cio Dalam,Perda No. 1/2006.,,,,,,,,,,,,,,,
Usbar Pantai,Perda No. 1/2006.,,,,,,,,,,,,,,,
Morotai Selatan,"Menjadi wil. Kab. Pulau Morotai, UU No. 53/2008",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gotalamo,,,,,,,,,,,,,,,,
Daruba,,,,,,,,,,,,,,,,
Darame,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Wawama,,,,,,,,,,,,,,,,
Pandangan,,,,,,,,,,,,,,,,
Juanga,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Totodoku,,,,,,,,,,,,,,,,
Momojiu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sabatai Baru,,,,,,,,,,,,,,,,
Sabatai Tua,,,,,,,,,,,,,,,,
Daeo,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sambiki,"Menjadi wil. Kec. Morotai Timur, Perda No. 2/2006.",,,,,,,,,,,,,,,
Sangowo,"Menjadi wil. Kec. Morotai Timur, Perda No. 2/2006.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Dehegila,,,,,,,,,,,,,,,,
Pilowo,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Galo-Galo,,,,,,,,,,,,,,,,
Koloray,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Yayasan,"Perda No. 1/2006, Menjadi wil. Kab. Pulau Morotai, UU No.",,,,,,,,,,,,,,,
53/2008,,,,,,,,,,,,,,,,
,,,,,Joubela,,"Perda No. 1/2006, Menjadi wil. Kab. Pulau Morotai, UU No.",,,,,,,,,
,,,,,,,53/2008,,,,,,,,,
,,,,Aha,,,"Perda No. 1/2006, Menjadi wil. Kab. Pulau Morotai, UU No.",,,,,,,,,
,,,,,,,53/2008,,,,,,,,,
,,,,,Sambiki Baru,,"Perda No. 1/2006; Menjadi wil. Kec. Morotai Timur,  Perda No.",,,,,,,,,
,,,,,,,2/2006.,,,,,,,,,
,,,,,Muhajirin,,"Perda No. 1/2006, Menjadi wil. Kab. Pulau Morotai, UU No.",,,,,,,,,
,,,,,,,53/2008,,,,,,,,,
,,,,,Mandiri,,"Perda No. 1/2006, Menjadi wil. Kab. Pulau Morotai, UU No.",,,,,,,,,
,,,,,,,53/2008,,,,,,,,,
82.03.04,1,Galela,-,,,7,,,,,,,,,,
82.03.04.2001,,,,1,Soa-Sio,,,,,,,,,,,
82.03.04.2002,,,,2,Pune,,,,,,,,,,,
82.03.04.2003,,,,3,Mamuya,,,,,,,,,,,
,,,,Seki,,,"Menjadi wil. Kec. Galela Selatan, Perda No. 2/2006.",,,,,,,,,
,,,,,,,,,,,,,,,,
Togawa,"Perda No. 1/2006; Menjadi wil. Kec. Galela Selatan, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
Soakonora,"Menjadi wil. Kec. Galela Selatan, Perda No. 2/2006.",,,,,,,,,,,,,,,
Igobula,"Menjadi wil. Kec. Galela Selatan, Perda No. 2/2006.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bale,"Perda No. 1/2006; Menjadi wil. Kec. Galela Selatan, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
Soatabaru,"Perda No. 1/2006; Menjadi wil. Kec. Galela Barat, Perda No.",,,,,,,,,,,,,,,
,2/2006,,,,,,,,,,,,,,,
Dokulamo,"Perda No. 1/2006; Menjadi wil. Kec. Galela Barat, Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Duma,"Menjadi wil. Kec. Galela Barat, Perda No. 2/2006.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,
