Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,,
,,,,,,,Gotalamo,,,"Menjadi wil. Kec. Galela Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Makete,,,"Menjadi wil. Kec. Galela Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Ngidiho,,,"Menjadi wil. Kec. Galela Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Roko,,,"Menjadi wil. Kec. Galela Barat, Perda No. 2/2006.",,,,,,
82.03.04.2016,,,,,,4,Toweka,,,,,,,,,
,,,,,,,Limau,,,"Menjadi wil. Kec. Galela Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Lalonga,,,"Menjadi wil. Kec. Galela Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Bobisingo,,,"Menjadi wil. Kec. Galela Utara, Perda No. 2/2006.",,,,,,
,,,,,,,,,,,,,,,,
Salimuli,"Perda No. 1/2006; Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
Tutumaloleo,"Perda No. 1/2006; Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Saluta,"Menjadi wil. Kec. Galela Utara, Perda No. 2/2006.",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Jere,"Perda No. 1/2006; Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
82.03.04.2024,5,Simau,Perda No. 1/2006.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samuda,"Perda No. 1/2006, Menjadi wil. Kec. Galela Barat, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
,Kira,,"Perda No. 1/2006, Menjadi wil. Kec. Galela Barat, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
,,Dodowo,"Perda No. 1/2006, Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
,,Togasa,"Perda No. 1/2006, Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
,,Beringin Jaya,"Perda No. 1/2006; Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
,Pelita,,"Perda No. 1/2006; Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
82.03.04.2031,6,Barataku,Perda No. 1/2006.,,,,,,,,,,,,,
82.03.04.2032,7,Towara,Perda No. 1/2006.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Togawabesi,"Perda No. 1/2006; Menjadi wil. Kec. Galela Selatan, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
,,,,Ori,,,"Perda No. 1/2006; Menjadi wil. Kec. Galela Selatan, Perda No.",,,,,,,,,
,,,,,,,2/2006.,,,,,,,,,
,,,,,Jere Tua,,"Perda No. 1/2006; Menjadi wil. Kec. Galela Utara, Perda No.",,,,,,,,,
,,,,,,,2/2006.,,,,,,,,,
82.03.05,2,Tobelo,-,,,10,,,,,,,,,,
,,,,Upa,,,"Menjadi wil. Kec. Tobelo Tengah, Perda No. 2/2006.",,,,,,,,,
,,,,Pitu,,,"Menjadi wil. Kec. Tobelo Tengah, Perda No. 2/2006.",,,,,,,,,
,,,,,Wosia,,"Menjadi wil. Kec. Tobelo Tengah, Perda No. 2/2006.",,,,,,,,,
82.03.05.2004,,,,1,Gamsungi,,,,,,,,,,,
82.03.05.2005,,,,2,Gura,,,,,,,,,,,
82.03.05.2006,,,,3,Wari,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,,
,,,,,,,Gorua,,,"Menjadi wil. Kec. Tobelo Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Popilo,,,"Menjadi wil. Kec. Tobelo Utara, Perda No. 2/2006.",,,,,,
,,,,,,Ruko,,,,"Menjadi wil. Kec. Tobelo Utara, Perda No. 2/2006.",,,,,,
,,,,,,Luari,,,,"Menjadi wil. Kec. Tobelo Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Tolonuo,,,"Menjadi wil. Kec. Tobelo Utara, Perda No. 2/2006.",,,,,,
82.03.05.2012,,,,,,4,Kakara,,,,,,,,,
82.03.05.2013,,,,,,5,Kumo,,,,,,,,,
82.03.05.2014,,,,,,6,Gosoma,,,Perda No. 1/2006.,,,,,,
82.03.05.2015,,,,,,7,Rawajaya,,,Perda No. 1/2006.,,,,,,
,,,,,,WKO,,,,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Tengah, Perda No.",,,,,,
,,,,,,,,,,2/2006.,,,,,,
,,,,,,,Kalipitu,,,"Perda No. 1/2006; Menjadi wilayah di Kec. Tobelo Tengah, Perda",,,,,,
,,,,,,,,,,No. 2/2006.,,,,,,
82.03.05.2018,,,,,,8,MKCM,,,Perda No. 1/2006.,,,,,,
,,,,,,,,,,,,,,,,
Popila Utara,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Utara, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
,,Kali Upa,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Tengah, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
,,Lina Ino,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Tengah, Perda No.",,,,,,,,,,,,,
,,,2/2006.,,,,,,,,,,,,,
,,Mahia (Wosia Tengah),"Perda No. 1/2006: Menjadi wil. Kec. Tobelo Tengah, Perda No.",,,,,,,,,,,,,
,,,2/2006,,,,,,,,,,,,,
,,Tanjung Niara (Wosia,"Perda No. 1/2006: Menjadi wil. Kec. Tobelo Tengah, Perda No.",,,,,,,,,,,,,
,,Selatan),2/2006,,,,,,,,,,,,,
82.03.05.2024,9,Tagalaya,Perda No. 1/2006.,,,,,,,,,,,,,
82.03.05.2025,10,Wari Ino,Perda No. 1/2006.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tolonua Selatan,"Perda No. 1/2006, Menjadi wil. Kec. Tobelo Utara, Perda No.",,,,,,,,,,,,,,,
2/2006,,,,,,,,,,,,,,,,
,,,,,Gorua Selatan,,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Utara, Perda No.",,,,,,,,,
,,,,,,,2/2006,,,,,,,,,
,,,,,Gorua Utara,,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Utara, Perda No.",,,,,,,,,
,,,,,,,2/2006,,,,,,,,,
,,,,,Kokota Jaya,,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Utara, Perda No.",,,,,,,,,
,,,,,,,2/2006,,,,,,,,,
82.03.06,3,Tobelo Selatan,-,,,13,,,,,,,,,,
82.03.06.2001,,,,1,Kupa Kupa,,,,,,,,,,,
82.03.06.2002,,,,2,Gamhoku,,,,,,,,,,,
82.03.06.2003,,,,3,Efi Efi,,,,,,,,,,,
82.03.06.2004,,,,4,Tomahalu,,,,,,,,,,,
82.03.06.2005,,,,5,Paca,,,,,,,,,,,
82.03.06.2006,,,,6,Leleoto,,,,,,,,,,,
,,,,,Yaro,,"Menjadi wil. Kec. Tobelo Timur, Perda No. 2/2006.",,,,,,,,,
,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,,
,,,,,,,Mawea,,,"Menjadi wil. Kec. Tobelo Timur, Perda No. 2/2006.",,,,,,
82.03.06.2009,,,,,,7,Tobe,,,,,,,,,
,,,,,,,Meti,,,"Menjadi wil. Kec. Tobelo Timur, Perda No. 2/2006.",,,,,,
,,,,,,,Katana,,,"Menjadi wil. Kec. Tobelo Timur, Perda No. 2/2006.",,,,,,
,,,,,,,Kusuri / UPT Pidinang,,,"Menjadi wil. Kec. Tobelo Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Sukamaju (Togolihoa),,,"Menjadi wil. Kec. Tobelo Barat, Perda No. 2/2006.",,,,,,
,,,,,,,,,,,,,,,,
Togoliua,"Perda No. 1/2006, Menjadi wil. Kec. Tobelo Barat, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
82.03.06.2015,8,Kakara B,Perda No. 1/2006.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Gonga,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Timur, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
,,,,,Birinoa,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Barat, Perda No.",,,,,,,,,,
,,,,,,2/2006.,,,,,,,,,,
82.03.06.2018,,,,9,Talaga Paca,Perda No. 1/2006.,,,,,,,,,,
,,,,,Wangongira,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Barat, Perda No.",,,,,,,,,,
,,,,,,2/2006.,,,,,,,,,,
82.03.06.2020,,,,10,Tioua,Perda No. 1/2006.,,,,,,,,,,
82.03.06.2021,,,,11,Pale,Perda No. 1/2006.,,,,,,,,,,
82.03.06.2022,,,,12,Kupa-kupa Selatan,Perda No. 1/2006.,,,,,,,,,,
,,,,,(Halehe),,,,,,,,,,,
,,,,,Todokuiha,"Perda No. 1/2006; Menjadi wil. Kec. Tobelo Timur, Perda No.",,,,,,,,,,
,,,,,,2/2006.,,,,,,,,,,
82.03.06.2024,,,,13,Lemah Ino,Perda No. 1/2006.,,,,,,,,,,
82.03.07,4,Kao,-,,14,,,,,,,,,,,
82.03.07.2001,,,,1,Kao,,,,,,,,,,,
82.03.07.2002,,,,2,Jati,,,,,,,,,,,
82.03.07.2003,,,,3,Kusu,,,,,,,,,,,
,,,,,Tobobo,"Menjadi wil. Kec. Malifut, PP No. 42/1999",,,,,,,,,,
,,,,,Balisosang,"Menjadi wil. Kec. Malifut, PP No. 42/1999",,,,,,,,,,
,,,,,Sosol/Malifut,"Menjadi wil. Kec. Malifut, PP No. 42/1999",,,,,,,,,,
,,,,,Wangeotek,"Menjadi wil. Kec. Malifut, PP No. 42/1999",,,,,,,,,,
,,,,,Gayok,"Menjadi wil. Kec. Malifut, PP No. 42/1999",,,,,,,,,,
82.03.07.2009,,,,4,Waringin Lelewi,,,,,,,,,,,
82.03.07.2010,,,,5,Soa Sangaji Dim-Dim,,,,,,,,,,,
82.03.07.2011,,,,6,Sasur,,,,,,,,,,,
82.03.07.2012,,,,7,Popon,,,,,,,,,,,
,,,,,Gaga Apok,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,,,,,
,,,,,Ngoali,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,,,,,
,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,,
,,,,,,,Momoda,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Toliwang,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Tolabit,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Leleseng,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Soa Hukum,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Soa Maetek,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Bailengit,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Tuguis,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Parseba,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Pitago,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,Kai,,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Toboulamo,,,"Menjadi wil. Kec. Kao Barat, Perda No. 2/2006.",,,,,,
,,,,,,,Wateto,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Gulo,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Tunuo,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Pidiwang,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Bori,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Doro,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Daru,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Bobale,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
,,,,,,,Gamlaha,,,"Menjadi wil. Kec. Kao Utara, Perda No. 2/2006.",,,,,,
82.03.07.2036,,,,,,8,Biang,,,,,,,,,
82.03.07.2037,,,,,,9,Patang,,,,,,,,,
82.03.07.2038,,,,,,10,Kukumutuk,,,,,,,,,
82.03.07.2039,,,,,,11,Waringin Lamo,,,,,,,,,
,,,,,,,Makarti,,,"Menjadi wil. Kec. Kao Barat,  Perda No. 2/2006.",,,,,,
,,,,,,,Sangaji Jaya,,,"Menjadi wil. Kec. Kao Barat,  Perda No. 2/2006.",,,,,,
,,,,,,,,,,,,,,,,
Takimo,"Perda No. 1/2006; Menjadi wil. Kec. Kao Barat,  Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
Torawat,"Perda No. 1/2006; Menjadi wil. Kec. Kao Barat,  Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Wonosari,"Perda No. 1/2006; Menjadi wil. Kec. Kao Barat,  Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Beringin Agung,"Perda No. 1/2006; Menjadi wil. Kec. Kao Barat,  Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Margomolyo,"Perda No. 1/2006; Menjadi wil. Kec. Kao Barat,  Perda No.",,,,,,,,,,,,,,,
,2/2006.,,,,,,,,,,,,,,,
Boulamo,"Perda No. 1/2006; Menjadi wil. Kec. Kao Utara,  Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,,,
,,,,,,,,,,,,,,,,
Warudu,"Perda No. 1/2006; Menjadi wil. Kec. Kao Utara,  Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
,,,,,Dowongimaiti,,"Perda No. 1/2006; Menjadi wil. Kec. Kao Utara,  Perda No.",,,,,,,,,
,,,,,,,2/2006.,,,,,,,,,
82.03.07.2050,,,,12,Goruang,,Perda No. 1/2006.,,,,,,,,,
82.03.07.2051,,,,13,Kusu Lofra,,Perda No. 1/2006.,,,,,,,,,
82.03.07.2052,,,,14,Sumber Agung,,Perda No. 1/2006.,,,,,,,,,
82.03.08,5,Malifut,-,,,22,,,,,,,,,,
82.03.08.2001,,,,1,Ngofa Kiaha,,,,,,,,,,,
82.03.08.2002,,,,2,Ngofa Gita,,,,,,,,,,,
82.03.08.2003,,,,3,Samsuma,,,,,,,,,,,
82.03.08.2004,,,,4,Tahane,,,,,,,,,,,
82.03.08.2005,,,,5,Matsa,,,,,,,,,,,
,,,,,Tiowor,,"Menjadi wil. Kec. Kao Teluk, Perda No. 2/2006.",,,,,,,,,
82.03.08.2007,,,,6,Bobawa,,,,,,,,,,,
82.03.08.2008,,,,7,Talapao,,,,,,,,,,,
82.03.08.2009,,,,8,Tafasoho,,,,,,,,,,,
82.03.08.2010,,,,9,Sabaleh,,,,,,,,,,,
82.03.08.2011,,,,10,Tagono,,,,,,,,,,,
82.03.08.2012,,,,11,Soma,,,,,,,,,,,
82.03.08.2013,,,,12,Ngofa Bobawa,,,,,,,,,,,
82.03.08.2014,,,,13,Malapa,,,,,,,,,,,
82.03.08.2015,,,,14,Mailoa,,,,,,,,,,,
82.03.08.2016,,,,15,Peleri,,,,,,,,,,,
,,,,,Makaeling,,"Perda No. 1/2006; Menjadi wil. Kec. Kao Teluk, Perda No. 2/2006.",,,,,,,,,
,,,,,Tobanoma,,"Perda No. 1/2006; Menjadi wil. Kec. Kao Teluk, Perda No. 2/2006.",,,,,,,,,
82.03.08.2019,,,,16,Bukit Tinggi,,Perda No. 1/2006.,,,,,,,,,
,,,,,Barumadehe,,"Perda No. 1/2006; Menjadi wil. Kec. Kao Teluk, Perda No. 2/2006.",,,,,,,,,
,,,,,Kuntum Mekar,,"Perda No. 1/2006; Menjadi wil. Kec. Kao Teluk, Perda No. 2/2006.",,,,,,,,,
82.03.08.2022,,,,17,Terpadu,,Perda No. 1/2006.,,,,,,,,,
82.03.08.2023,,,,18,Tabobo,,"Semula wil. Kec. Kao, PP No. 42/1999",,,,,,,,,
82.03.08.2024,,,,19,Balisosang,,"Semula wil. Kec. Kao, PP No. 42/1999",,,,,,,,,
82.03.08.2025,,,,20,Sosol/Malifut,,"Semula wil. Kec. Kao, PP No. 42/1999",,,,,,,,,
82.03.08.2026,,,,21,Wangeotek,,"Semula wil. Kec. Kao, PP No. 42/1999",,,,,,,,,
82.03.08.2027,,,,22,Gayok,,"Semula wil. Kec. Kao, PP No. 42/1999",,,,,,,,,
,,,,,Pasir Putih,,"Menjadi Wil. Kec. Kao Teluk, Perda No. 2/2006",,,,,,,,,
,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
,,,,,,,,Bobaneigo,,,,Menjadi Wil. Kec. Kao Teluk. Perda No. 2/2006,,,,
,,,,,,,,Tetewang,,,,Menjadi Wil. Kec. Kao Teluk. Perda No. 2/2006,,,,
,,,,,,,,Akelamo Kao,,,,Menjadi Wil. Kec. Kao Teluk. Perda No. 2/2006,,,,
,,,,,,,,Gamsungi,,,,Menjadi Wil. Kec. Kao Teluk. Perda No. 2/2006,,,,
,,,,,,,,Dum-Dum,,,,Menjadi Wil. Kec. Kao Teluk. Perda No. 2/2006,,,,
82.03.09,,,,6,Loloda Utara,-,,,18,,,,,,,
82.03.09.2001,,,,,,,1,Dorume,,,,,,,,
82.03.09.2002,,,,,,,2,Apule,,,,,,,,
82.03.09.2003,,,,,,,3,Asimiro,,,,,,,,
82.03.09.2004,,,,,,,4,Doitia,,,,,,,,
82.03.09.2005,,,,,,,5,Ngajam,,,,,,,,
82.03.09.2006,,,,,,,6,Kailupa,,,,,,,,
82.03.09.2007,,,,,,,7,Gisik,,,,,,,,
82.03.09.2008,,,,,,,8,Kapa Kapa,,,,,,,,
82.03.09.2009,,,,,,,9,Pacao,,,,,,,,
82.03.09.2010,,,,,,,10,Tate,,,,,,,,
82.03.09.2011,,,,,,,11,Posi- Posi,,,,,,,,
82.03.09.2012,,,,,,,12,Supu,,,,,,,,
,,,,,,,,Salube,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Dama,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Dowonggila,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Tuakara,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Jikolamo,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Dagasuli,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Dedeta,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Fitako,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
,,,,,,,,Tobo Tobo,,,,"Menjadi wil. Kec. Loloda Kepulauan, Perda No. 2/2006.",,,,
82.03.09.2022,,,,,,,13,Igo,,,,Perda No. 1/2006.,,,,
82.03.09.2023,,,,,,,14,Galao,,,,Perda No. 1/2006.,,,,
82.03.09.2024,,,,,,,15,Teru-Teru,,,,Perda No. 1/2006.,,,,
,,,,,,,,,,,,,,,,
Cera,"Perda No. 1/2006; Menjadi wil. Kec. Loloda Kepulauan, Perda No.",,,,,,,,,,,,,,,
2/2006.,,,,,,,,,,,,,,,,
82.03.09.2026,16,Wori Moi,Perda No. 1/2006.,,,,,,,,,,,,,
82.03.09.2027,17,Podol,Perda No. 1/2006.,,,,,,,,,,,,,
82.03.09.2028,18,Momojiu,Perda No. 1/2006.,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,,
82.03.10,,,,7,Tobelo Utara,-,,10,,,Perda No. 2/2006,,,,,
82.03.10.2001,,,,,,,1,Gorua,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2002,,,,,,,2,Popilo,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2003,,,,,,,3,Luari,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2004,,,,,,,4,Popilo Utara,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2005,,,,,,,5,Tolonuo,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2006,,,,,,,6,Gorua Selatan,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2007,,,,,,,7,Gorua Utara,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2008,,,,,,,8,Kokota Jaya,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2009,,,,,,,9,Ruko,,,Semula wil. Kec. Tobelo,,,,,
82.03.10.2010,,,,,,,10,Tolonua Selatan,,,Semula wil. Kec. Tobelo,,,,,
82.03.11,,,,8,Tobelo Tengah,-,,9,,,Perda No. 2/2006,,,,,
82.03.11.2001,,,,,,,1,Upa,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2002,,,,,,,2,Pitu,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2003,,,,,,,3,Wosia,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2004,,,,,,,4,WKO,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2005,,,,,,,5,Kalipitu,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2006,,,,,,,6,Kali Upa,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2007,,,,,,,7,Lina Ino,,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2008,,,,,,,8,Mahia (Wosia Tengah),,,Semula wil. Kec. Tobelo,,,,,
82.03.11.2009,,,,,,,9,Tanjung Niara (Wosia,,,Semula wil. Kec. Tobelo,,,,,
,,,,,,,,Selatan),,,,,,,,
82.03.12,,,,9,Tobelo Timur,-,,6,,,Perda No. 2/2006,,,,,
82.03.12.2001,,,,,,,1,Yaro,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.12.2002,,,,,,,2,Mawea,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.12.2003,,,,,,,3,Meti,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.12.2004,,,,,,,4,Katana,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.12.2005,,,,,,,5,Gonga,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.12.2006,,,,,,,6,Todokuiha,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.13,,,,10,Tobelo Barat,-,,5,,,Perda No. 2/2006,,,,,
82.03.13.2001,,,,,,,1,Kusuri,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.13.2002,,,,,,,2,Sukamaju,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.13.2003,,,,,,,3,Togoliua,,,Semula wil. Kec. Tobelo Selatan,,,,,
82.03.13.2004,,,,,,,4,Birinoa,,,Semula wil. Kec. Tobelo Selatan,,,,,
