Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,
12.15.06.2004,,,,,,,,,4,Pagindar,,,Semula  wil. Kec. Salak,
12.15.07,,,,,7,Tinada,,-,,,6,,Perda No. 8/2005,
12.15.07.2001,,,,,,,,,1,Kuta Babo,,,Semula wil. Kec. Kerajaan,
12.15.07.2002,,,,,,,,,2,Tinada,,,Semula wil. Kec. Kerajaan,
12.15.07.2003,,,,,,,,,3,Silima Kuta,,,Semula wil. Kec. Kerajaan,
12.15.07.2004,,,,,,,,,4,Mahala,,,Semula wil. Kec. Kerajaan,
12.15.07.2005,,,,,,,,,5,Prongil,,,Semula wil. Kec. Kerajaan,
12.15.07.2006,,,,,,,,,6,Buluh Tellang,,,Semula wil. Kec. Kerajaan,
12.15.08,,,,,8,Siempat Rube,,-,,,6,,Perda No. 8/2005,
12.15.08.2001,,,,,,,,,1,Siempat Rube II,,,Semula wil. Kec. Kerajaan,
12.15.08.2002,,,,,,,,,2,Siempat Rube I,,,Semula wil. Kec. Kerajaan,
12.15.08.2003,,,,,,,,,3,Mungkur,,,Semula wil. Kec. Kerajaan,
12.15.08.2004,,,,,,,,,4,Siempat Rube IV,,,Semula wil. Kec. Kerajaan,
12.15.08.2005,,,,,,,,,5,Kuta Jungak,,,Semula wil. Kec. Kerajaan,
12.15.08.2006,,,,,,,,,6,Traju,,,Perda No. 22 /2006,
12.16,16,KAB. HUMBANG HASUNDUTAN,,,,,10,1,,,153,"2.335,33",195.111,
12.16.01,,,,,1,Parlilitan,,-,,,20,,,
,,,,,,,,,,,,,,
Sihassima,"Perubahan nama menjadi Sihotang Hasugian Dolok I, Perda No.",,,,,,,,,,,,,
2/2007,,,,,,,,,,,,,,
12.16.01.2002,1,Pusuk II Simaninggir,,,,,,,,,,,,
12.16.01.2003,2,Sionom Hudon VII,,,,,,,,,,,,
12.16.01.2004,3,Baringin,,,,,,,,,,,,
12.16.01.2005,4,Sionom Hudon Julu,,,,,,,,,,,,
12.16.01.2006,5,Sionom Hudon Tonga,,,,,,,,,,,,
12.16.01.2007,6,Sionom Hudon Utara,,,,,,,,,,,,
12.16.01.2008,7,Sionom Hudon,,,,,,,,,,,,
,Selatan,,,,,,,,,,,,,
12.16.01.2009,8,Sionom Hudon Timur,,,,,,,,,,,,
12.16.01.2010,9,Sihotang Hasugian,,,,,,,,,,,,
,Tonga,,,,,,,,,,,,,
12.16.01.2011,10,Pusuk I,,,,,,,,,,,,
12.16.01.2012,11,Sionom Hudon,,,,,,,,,,,,
Toruan,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,
12.16.01.2013,,,,,,,12,Simataniari,,,,,,
12.16.01.2014,,,,,,,13,Sionom Hudon Timur,,,Perda No. 2/2007,,,
,,,,,,,II,,,,,,,
12.16.01.2015,,,,,,,14,Sihotang Hasugian,,,Perda No. 2/2007,,,
,,,,,,,,Dolok II,,,,,,
12.16.01.2016,,,,,,,15,Sihotang Hasugian,,,Perda No. 2/2007,,,
,,,,,,,,Habinsaran,,,,,,
12.16.01.2017,,,,,,,16,Sionom Hudon,,,Perda No. 2/2007,,,
,,,,,,,,Sibulbulon,,,,,,
12.16.01.2018,,,,,,,17,Sionom Hudon,,,"Pemekaran sebagian Desa Sionom Hudon Selatan, Perda No.",,,
,,,,,,,,Runggu,,,4/2010,,,
12.16.01.2019,,,,,,,18,Janji Hutanapa,,,"Pemekaran sebagian Desa Pusuk I, Perda No. 4/2010",,,
12.16.01.2020,,,,,,,19,Baringin Natam,,,"Pemekaran sebagian Desa Baringin, Perda No. 4/2010",,,
12.16.01.2021,,,,,,,20,Sihotang Hasugian,,,"Perubahan nama dari Sihassima, Perda No. 2/2007",,,
,,,,,,,,Dolok I,,,,,,
12.16.02,,,,2,Pollung,-,,13,,,,,,
12.16.02.2001,,,,,,,1,Parsingguran I,,,,,,
12.16.02.2002,,,,,,,2,Hutapaung,,,,,,
12.16.02.2003,,,,,,,3,Pollung,,,,,,
12.16.02.2004,,,,,,,4,Hutajulu,,,,,,
12.16.02.2005,,,,,,,5,Ria Ria,,,,,,
12.16.02.2006,,,,,,,6,Parsingguran II,,,,,,
12.16.02.2007,,,,,,,7,Pansurbatu,,,,,,
12.16.02.2008,,,,,,,8,Aek Nauli I,,,,,,
12.16.02.2009,,,,,,,9,Aek Nauli II,,,,,,
12.16.02.2010,,,,,,,10,Pandumaan,,,,,,
12.16.02.2011,,,,,,,11,Sipituhuta,,,,,,
12.16.02.2012,,,,,,,12,Pardomuan,,,Perda No. 2/2007,,,
12.16.02.2013,,,,,,,13,Hutapaung Utara,,,Perda No. 2/2007,,,
12.16.03,,,,3,Baktiraja,-,,7,,,,,,
12.16.03.2001,,,,,,,1,Marbun Toruan,,,Perbaikan nama sesuai BA No. 2826.a/BP/2017 tgl 30 Okt s/d 1,,,
,,,,,,,,,,,Nov 2017,,,
12.16.03.2002,,,,,,,2,Simamora,,,,,,
12.16.03.2003,,,,,,,3,Tipang,,,,,,
12.16.03.2004,,,,,,,4,Sinambela,,,,,,
12.16.03.2005,,,,,,,5,Simangulampe,,,,,,
12.16.03.2006,,,,,,,6,Siunong Unong Julu,,,,,,
12.16.03.2007,,,,,,,7,Marbun Tonga,,,Perda No. 2/2007,,,
Marbun Dolok,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,LUAS,JUMLAH,,,,,,
,NAMA PROVINSI /,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,,
K O D E,KABUPATEN / KOTA,,,,,,(Km2),(Jiwa) *),,,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,,,,,,,
12.16.04,,,4,Paranginan,-,11,,,,,,,,
12.16.04.2001,,,,,1,Sihonongan,,,,,,,,
12.16.04.2002,,,,,2,Paranginan Selatan,,,,,,,,
12.16.04.2003,,,,,3,Paranginan Utara,,,,,,,,
12.16.04.2004,,,,,4,Lumban Sialaman,,,,,,,,
12.16.04.2005,,,,,5,Pearung,,,,,,,,
12.16.04.2006,,,,,6,Lobutolong,,,,,,,,
12.16.04.2007,,,,,7,Lumban Barat,,,,,,,,
12.16.04.2008,,,,,8,Siboru Torop,,,,,,,,
12.16.04.2009,,,,,9,Pearung Silali,,,Perda No. 2/2007,,,,,
12.16.04.2010,,,,,10,Lumban Sianturi,,,Perda No. 2/2007,,,,,
12.16.04.2011,,,,,11,Lobutolong,,,Perda No. 2/2007,,,,,
,,,,,,Habinsaran,,,,,,,,
12.16.05,,,5,Lintong Nihuta,-,22,,,,,,,,
12.16.05.2001,,,,,1,Sibuntuon Partur,,,Perbaikan nama sesuai BA No. 2826.a/BP/2017 tgl 30 Okt s/d 1,,,,,
,,,,,,,,,Nov 2017,,,,,
12.16.05.2002,,,,,2,Siharjulu,,,,,,,,
12.16.05.2003,,,,,3,Sitolu Bahal,,,,,,,,
12.16.05.2004,,,,,4,Tapian Nauli,,,,,,,,
12.16.05.2005,,,,,5,Pargaulan,,,,,,,,
12.16.05.2006,,,,,6,Lobutua,,,,,,,,
12.16.05.2007,,,,,7,Dolok Margu,,,,,,,,
12.16.05.2008,,,,,8,Hutasoit I,,,Perbaikan nama sesuai BA No. 2826.a/BP/2017 tgl 30 Okt s/d 1,,,,,
,,,,,,,,,Nov 2017,,,,,
12.16.05.2009,,,,,9,Nagasaribu I,,,,,,,,
12.16.05.2010,,,,,10,Nagasaribu II,,,,,,,,
12.16.05.2011,,,,,11,Sibuntoan Parpea,,,,,,,,
12.16.05.2012,,,,,12,Siponjot,,,,,,,,
12.16.05.2013,,,,,13,Habeahan,,,Perda No. 2/2007,,,,,
12.16.05.2014,,,,,14,Sigompul,,,Perda No. 2/2007,,,,,
12.16.05.2015,,,,,15,Bonan Dolok,,,Perda No. 2/2007,,,,,
12.16.05.2016,,,,,16,Sigumpar,,,Perda No. 2/2007,,,,,
12.16.05.2017,,,,,17,Parulohan,,,Perda No. 2/2007,,,,,
12.16.05.2018,,,,,18,Sitio II,,,Perda No. 2/2007,,,,,
12.16.05.2019,,,,,19,Hutasoit II,,,Perda No. 2/2007,,,,,
12.16.05.2020,,,,,20,Nagasaribu III,,,Perda No. 2/2007,,,,,
,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.16.05.2021,,,,,,,,21,Nagasaribu IV,,,Perda No. 2/2007,,
12.16.05.2022,,,,,,,,22,Nagasaribu V,,,Perda No. 2/2007,,
12.16.06,,,,6,Dolok Sanggul,,1,,27,,,,,
12.16.06.1001,,,,,,1,Pasar Dolok Sanggul,,,,,Perbaikan nama sesuai BA No. 2826.a/BP/2017 tgl 30 Okt s/d 1,,
,,,,,,,,,,,,Nov 2017,,
12.16.06.2002,,,,,,,,1,Sileang,,,,,
12.16.06.2003,,,,,,,,2,Purba Manalu,,,,,
12.16.06.2004,,,,,,,,3,Pasaribu,,,,,
12.16.06.2005,,,,,,,,4,Simarigung,,,,,
12.16.06.2006,,,,,,,,5,Sampean,,,,,
12.16.06.2007,,,,,,,,6,Silaga Laga,,,,,
12.16.06.2008,,,,,,,,7,Sosor Gonting,,,,,
12.16.06.2009,,,,,,,,8,Sosor Tambok,,,,,
12.16.06.2010,,,,,,,,9,Purba Dolok,,,,,
12.16.06.2011,,,,,,,,10,Sihite I,,,,,
12.16.06.2012,,,,,,,,11,Lumban Tobing,,,,,
12.16.06.2013,,,,,,,,12,Hutabagasan,,,,,
12.16.06.2014,,,,,,,,13,Matiti II,,,,,
12.16.06.2015,,,,,,,,14,Saitnihuta,,,,,
12.16.06.2016,,,,,,,,15,Hutaraja,,,,,
12.16.06.2017,,,,,,,,16,Lumban Purba,,,,,
12.16.06.2018,,,,,,,,17,Bonanionan,,,,,
12.16.06.2019,,,,,,,,18,Parik Sinomba,,,,,
12.16.06.2020,,,,,,,,19,Sihite II,,,,,
12.16.06.2021,,,,,,,,20,Janji,,,,,
12.16.06.2022,,,,,,,,21,Pakkat,,,,,
12.16.06.2023,,,,,,,,22,Sirisirisi,,,,,
12.16.06.2024,,,,,,,,23,Hutagurgur,,,,,
12.16.06.2025,,,,,,,,24,Matiti,,,,,
12.16.06.2026,,,,,,,,25,Aek Lung,,,,,
12.16.06.2027,,,,,,,,26,Simangaronsang,,,,,
12.16.06.2028,,,,,,,,27,Sosortolong Sihite III,,,"Pemekaran sebagian Desa Sihite II, Perda No. 4/2010",,
12.16.07,,,,7,Sijamapolang,,-,,10,,,,,
12.16.07.2001,,,,,,,,1,Batunajagar,,,,,
12.16.07.2002,,,,,,,,2,Sanggaran I,,,,,
,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,
12.16.07.2003,,,,,,,3,Sitapongan,,,,,,
12.16.07.2004,,,,,,,4,Sigulok,,,,,,
12.16.07.2005,,,,,,,5,Hutaginjang,,,,,,
12.16.07.2006,,,,,,,6,Siborboron,,,,,,
12.16.07.2007,,,,,,,7,Bonan Dolok I,,,,,,
12.16.07.2008,,,,,,,8,Bonan Dolok II,,,,,,
12.16.07.2009,,,,,,,9,Sibuntuon,,,,,,
12.16.07.2010,,,,,,,10,Nagurguran,,,Perda No. 2/2007,,,
12.16.08,,,,8,Onan Ganjang,-,,12,,,,,,
12.16.08.2001,,,,,,,1,Batu Nagodang Siatas,,,,,,
12.16.08.2002,,,,,,,2,Onan Ganjang,,,,,,
12.16.08.2003,,,,,,,3,Parbotihan,,,,,,
12.16.08.2004,,,,,,,4,Sihikit,,,,,,
12.16.08.2005,,,,,,,5,Parnapa,,,,,,
12.16.08.2006,,,,,,,6,Janji Nagodang,,,,,,
12.16.08.2007,,,,,,,7,Sampe Tua,,,,,,
12.16.08.2008,,,,,,,8,Hutajulu,,,,,,
12.16.08.2009,,,,,,,9,Sibuluan,,,,,,
12.16.08.2010,,,,,,,10,Sigalogo,,,,,,
12.16.08.2011,,,,,,,11,Aek Godang Arbaan,,,,,,
12.16.08.2012,,,,,,,12,Sanggaran II,,,,,,
12.16.09,,,,9,Pakkat,-,,22,,,,,,
12.16.09.2001,,,,,,,1,Purba Bersatu,,,,,,
12.16.09.2002,,,,,,,2,Purba Baringin,,,,,,
12.16.09.2003,,,,,,,3,Karya,,,,,,
12.16.09.2004,,,,,,,4,Manalu,,,,,,
12.16.09.2005,,,,,,,5,Sijarango,,,,,,
12.16.09.2006,,,,,,,6,Tukka Dolok,,,,,,
12.16.09.2007,,,,,,,7,Siambaton,,,,,,
12.16.09.2008,,,,,,,8,Parmonangan,,,,,,
12.16.09.2009,,,,,,,9,Sipagabu,,,,,,
12.16.09.2010,,,,,,,10,Banuarea,,,,,,
12.16.09.2011,,,,,,,11,Rura Tanjung,,,,,,
12.16.09.2012,,,,,,,12,Rura Aek Sopang,,,,,,
,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,
,,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.16.09.2013,,,,,,,,13,Lumban Tonga-Tonga,,,,,
12.16.09.2014,,,,,,,,14,Pulo Godang,,,,,
12.16.09.2015,,,,,,,,15,Pakkat Hauagong,,,,,
12.16.09.2016,,,,,,,,16,Peadungdung,,,Perda No. 2/2007,,
12.16.09.2017,,,,,,,,17,Sijarango I,,,Perda No. 2/2007,,
12.16.09.2018,,,,,,,,18,Ambobi Paranginan,,,Perda No. 2/2007,,
12.16.09.2019,,,,,,,,19,Purba Sianjur,,,Perda No. 2/2007,,
12.16.09.2020,,,,,,,,20,Siambaton Pahae,,,"Pemekaran sebagian Desa Siambaton, Perda No. 4/2010",,
12.16.09.2021,,,,,,,,21,Panggugunan,,,"Pemekaran sebagian Desa Pulogodang, Perda No. 4/2010",,
12.16.09.2022,,,,,,,,22,Hauagong,,,"Pemekaran sebagian Desa Pakkat Hauagong, Perda No. 4/2010",,
12.16.10,,,,10,Tarabintang,,-,,9,,,,,
12.16.10.2001,,,,,,,,1,Tarabintang,,,,,
12.16.10.2002,,,,,,,,2,Sihotang Hasugian,,,,,
,,,,,,,,,Toruan,,,,,
12.16.10.2003,,,,,,,,3,Sibongkare,,,,,
12.16.10.2004,,,,,,,,4,Sitanduk,,,,,
12.16.10.2005,,,,,,,,5,Sihombu,,,,,
12.16.10.2006,,,,,,,,6,Simbara,,,Perda No. 2/2007,,
12.16.10.2007,,,,,,,,7,Marpadan,,,Pemekaran sebagian Desa Sihotang Hasugian Toruan dan Desa,,
,,,,,,,,,,,,"Sihombu, Perda No. 4/2010",,
12.16.10.2008,,,,,,,,8,Mungkur,,,"Pemekaran sebagian Desa Sitanduk, Perda No. 4/2010",,
12.16.10.2009,,,,,,,,9,Sibongkare Sianju,,,"Pemekaran sebagian Desa Sibongkare, Perda No. 4/2010",,
12.17,17,KAB. SAMOSIR,,,,9,6,,128,"2.069,05",144.096,,,
12.17.01,,,,1,Simanindo,,1,,20,,,,,
12.17.01.2001,,,,,,,,1,Tomok,,,,,
12.17.01.2002,,,,,,,,2,Sihusapi,,,,,
12.17.01.2003,,,,,,,,3,Maduma,,,,,
12.17.01.2004,,,,,,,,4,Dosroha,,,,,
12.17.01.2005,,,,,,,,5,Ambarita,,,Perubahan nama Desa Pasar Ambarita Perda No. 2/2011,,
12.17.01.2006,,,,,,,,6,Martoba,,,,,
12.17.01.2007,,,,,,,,7,Garoga,,,,,
12.17.01.2008,,,,,,,,8,Simanindo Sangkal,,,,,
12.17.01.2009,,,,,,,,9,Cinta Dame,,,,,
12.17.01.2010,,,,,,,,10,Huta Ginjang,,,,,
12.17.01.2011,,,,,,,,11,Pardomuan,,,,,
,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.17.01.2012,,,,,,,,12,Parmonangan,,,,,
12.17.01.2013,,,,,,,,13,Parbalohan,,,,,
12.17.01.2014,,,,,,,,14,Tanjungan,,,,,
12.17.01.2015,,,,,,,,15,Simarmata,,,,,
12.17.01.1016,,,,,,1,Tuktuk Siadong,,,,,,,
12.17.01.2017,,,,,,,,16,Tomok Parsaoran,,,Pemekaran sebagian wil Desa Tomok Perda No. 2/2011,,
12.17.01.2018,,,,,,,,17,Marlumba,,,Pemekaran sebagian wil Desa Martoba Perda No. 2/2011,,
12.17.01.2019,,,,,,,,18,Simanindo,,,Pemekaran sebagian wil Desa Simanindo Sangkal Perda No.,,
,,,,,,,,,,,,2/2011,,
12.17.01.2020,,,,,,,,19,Unjur,,,Pemekaran sebagian wil Desa Ambarita Perda No. 2/2011,,
12.17.01.2021,,,,,,,,20,Siallagan Pindaraya,,,Pemekaran sebagian wil Desa Ambarita Perda No. 2/2011,,
12.17.02,,,,2,Onan Runggu,,-,,12,,,,,
12.17.02.2001,,,,,,,,1,Pakpahan,,,,,
12.17.02.2002,,,,,,,,2,Huta Hotang,,,,,
12.17.02.2003,,,,,,,,3,Sitinjak,,,,,
12.17.02.2004,,,,,,,,4,Pardomuan,,,,,
12.17.02.2005,,,,,,,,5,Tambun Sungkean,,,,,
12.17.02.2006,,,,,,,,6,Rina Bolak,,,,,
12.17.02.2007,,,,,,,,7,Onan Runggu,,,,,
12.17.02.2008,,,,,,,,8,Sitamiang,,,,,
12.17.02.2009,,,,,,,,9,Janji Matogu,,,,,
12.17.02.2010,,,,,,,,10,Silima Lombu,,,,,
12.17.02.2011,,,,,,,,11,Sipira,,,,,
12.17.02.2012,,,,,,,,12,Harian,,,,,
12.17.03,,,,3,Nainggolan,,2,,13,,,,,
12.17.03.2001,,,,,,,,1,Pangaloan,,,,,
12.17.03.2002,,,,,,,,2,Hutarihit,,,Perda No. 2/2011,,
12.17.03.2003,,,,,,,,3,Sinaga Uruk,,,Perda No. 2/2011,,
,,,,,,,,,Pandiangan,,,,,
12.17.03.2004,,,,,,,,4,Toguan Galung,,,,,
12.17.03.2005,,,,,,,,5,Pananggangan,,,Perda No. 2/2011,,
12.17.03.2006,,,,,,,,6,Pasaran Parsaoran,,,,,
12.17.03.2007,,,,,,,,7,Sipinggan Lumban,,,Perubahan nama Desa SPG. Lumban Siantar Perda No. 2/2011,,
,,,,,,,,,Siantar,,,,,
12.17.03.2008,,,,,,,,8,Sibonor Ompu Ratus,,,,,
12.17.03.2009,,,,,,,,9,Nainggolan,,,,,
,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
12.17.03.2010,,,,,,,10,Pasaran I,,,,,,
12.17.03.1011,,,,,1,Parhusip III,,,,,,,,
12.17.03.1012,,,,,2,Sirumahombar,,,,,Perda No. 2/2011,,,
12.17.03.2013,,,,,,,11,Pananggangan II,,,Pemekaran sebagian wil Desa Pananggangan Perda No. 2/2011,,,
12.17.03.2014,,,,,,,12,Sipinggan,,,Pemekaran sebagian wil Desa Sipinggan Lumban Siantar Perda,,,
,,,,,,,,,,,No. 2/2011,,,
12.17.03.2015,,,,,,,13,Janji Marapot,,,Pemekaran sebagian wil Desa Nainggolan Perda No. 2/2011,,,
12.17.04,,,4,Palipi,,-,,17,,,,,,
12.17.04.2001,,,,,,,1,Suhutnihuta,,,Perda No. 2/2011,,,
,,,,,,,,Pardomuan,,,,,,
12.17.04.2002,,,,,,,2,Gorat Pallombuan,,,Perubahan nama Desa ST. Palombuan Gorat Perda No. 2/2011,,,
12.17.04.2003,,,,,,,3,Urat II,,,,,,
12.17.04.2004,,,,,,,4,Palipi,,,,,,
12.17.04.2005,,,,,,,5,Pardomuan Nauli,,,,,,
12.17.04.2006,,,,,,,6,Hatoguan,,,,,,
12.17.04.2007,,,,,,,7,Simbolon Purba,,,,,,
12.17.04.2008,,,,,,,8,Sigaol Simbolon,,,,,,
12.17.04.2009,,,,,,,9,Urat Timur,,,,,,
12.17.04.2010,,,,,,,10,Saor Nauli Hatoguan,,,Perda No. 2/2011,,,
12.17.04.2011,,,,,,,11,Parsaoran Urat,,,,,,
12.17.04.2012,,,,,,,12,Hutaginjang,,,Perda No. 2/2011,,,
,,,,,,,,Holbung,,,Menjadi wil. Kec. Sitio-tio.,,,
12.17.04.2014,,,,,,,13,Sigaol Marbun,,,,,,
,,,,,,,,Janji Raja,,,Menjadi wil. Kec. Sitio-tio.,,,
,,,,,,,,Sabulan,,,Menjadi wil. Kec. Sitio-tio.,,,
,,,,,,,,Buntu Mauli,,,Menjadi wil. Kec. Sitio-tio..,,,
12.17.04.2018,,,,,,,14,Hutadame,,,Pemekaran sebagian wil Desa Palipi Perda No. 2/2011,,,
12.17.04.2019,,,,,,,15,Pallombuan,,,Pemekaran sebagian wil Desa Gorat Pallombuan Perda No. 2/2011,,,
12.17.04.2020,,,,,,,16,Pamutaran,,,Pemekaran sebagian wil Desa Urat Timur Perda No. 2/2011,,,
12.17.04.2021,,,,,,,17,Sideak,,,Pemekaran sebagian wil Desa Urat II Perda No. 2/2011,,,
12.17.05,,,5,Harian,,-,,13,,,,,,
12.17.05.2001,,,,,,,1,Sosor Dolok,,,,,,
12.17.05.2002,,,,,,,2,Partungkonaginjang,,,Perda No. 2/2011,,,
12.17.05.2003,,,,,,,3,Hariara Pohan,,,,,,
12.17.05.2004,,,,,,,4,Dolok Raja,,,,,,
,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,
,,,,,,,,Tamba Dolok,,,Menjadi wil. Kec. Sitio-tio.,,,
12.17.05.2006,,,,,,,5,Sampur Toba,,,,,,
12.17.05.2007,,,,,,,6,Siparmahan,,,,,,
12.17.05.2008,,,,,,,7,Turpuk Limbong,,,,,,
12.17.05.2009,,,,,,,8,Turpuk Sagala,,,,,,
12.17.05.2010,,,,,,,9,Turpuk Malau,,,,,,
12.17.05.2011,,,,,,,10,Turpuk Sihotang,,,,,,
12.17.05.2012,,,,,,,11,Janji Martahan,,,,,,
,,,,,,,,Cinta Maju,,,Menjadi wil. Kec. Sitio-tio.,,,
12.17.05.2014,,,,,,,12,Hutagalung,,,Pemekaran sebagian wil Desa Partungkonaginjang Perda No.,,,
,,,,,,,,,,,2/2011,,,
12.17.05.2015,,,,,,,13,Hariara Pintu,,,Pemekaran sebagian wil Desa Partungkonaginjang Perda No.,,,
,,,,,,,,,,,2/2011,,,
12.17.06,,,,6,Sianjar Mula Mula,-,,12,,,,,,
12.17.06.2001,,,,,,,1,Huta Ginjang,,,,,,
12.17.06.2002,,,,,,,2,Singkam,,,,,,
12.17.06.2003,,,,,,,3,Hasinggaan,,,,,,
12.17.06.2004,,,,,,,4,Aek Sipitudai,,,,,,
12.17.06.2005,,,,,,,5,Huta Gurgur,,,,,,
12.17.06.2006,,,,,,,6,Sianjur Mula Mula,,,,,,
12.17.06.2007,,,,,,,7,Boho,,,,,,
12.17.06.2008,,,,,,,8,Siboro,,,,,,
12.17.06.2009,,,,,,,9,Simarihit,,,Perubahan nama Desa Sarimarihit Perda No. 2/2011,,,
12.17.06.2010,,,,,,,10,Ginolat,,,,,,
12.17.06.2011,,,,,,,11,Bonan Dolok,,,,,,
12.17.06.2012,,,,,,,12,Habeahan Naburahan,,,Pemekaran sebagian wil Desa Aek Sipitudai Perda No. 2/2011,,,
12.17.07,,,,7,Ronggur Nihuta,-,,8,,,,,,
12.17.07.2001,,,,,,,1,Salaon Toba,,,,,,
12.17.07.2002,,,,,,,2,Lintong Nihuta,,,,,,
12.17.07.2003,,,,,,,3,Salaon Tonga Tonga,,,,,,
12.17.07.2004,,,,,,,4,Salaon Dolok,,,,,,
12.17.07.2005,,,,,,,5,Ronggur Nihuta,,,,,,
12.17.07.2006,,,,,,,6,Sabungan Nihuta,,,,,,
12.17.07.2007,,,,,,,7,Paraduan,,,,,,
12.17.07.2008,,,,,,,8,Sijambur,,,,,,
12.17.08,,,,8,Pangururan,3,,25,,,,,,
,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
12.17.08.2001,,,,,,,1,Lumban SS Dolok,,,,,,
